Image,Caption
./input/test/430173345_86388d8822.jpg,a brown dog is running through the grass
./input/test/431410325_f4916b5460.jpg,a brown dog is running through the water
./input/test/436393371_822ee70952.jpg,a brown dog is jumping over the grass
./input/test/441212506_fcc321ac28.jpg,two dogs are running in the grass
./input/test/441398149_297146e38d.jpg,a woman in red shirt is standing in front of the street
./input/test/446286714_dcec7f339e.jpg,a man in red shirt is sitting on bench
./input/test/447733067_09cfac3286.jpg,a woman in red shirt and red shirt is standing in the street
./input/test/448252603_7d928c900e.jpg,a man is riding on the road
./input/test/457631171_12b1aee828.jpg,a man is standing on the rocks
./input/test/457945610_1a23b9ced0.jpg,a boy in blue shorts is jumping into the water
./input/test/460935487_75b2da7854.jpg,a dog is running through the grass
./input/test/464116251_1ac4bc91f8.jpg,a dog is running through the grass
./input/test/464251704_b0f0c4c87a.jpg,a girl in pink shirt is jumping in the air
./input/test/468102269_135938e209.jpg,two women are standing in front of the street
./input/test/470887795_8443ce53d0.jpg,a woman in blue shirt is sitting on the camera
./input/test/477768471_d7cd618fdb.jpg,a white dog is jumping over the beach
./input/test/478750151_e0adb5030a.jpg,a dog is running through the grass
./input/test/479807115_3a484fb18b.jpg,a man is riding bike on dirt path
./input/test/482047956_9a29e9cee6.jpg,a woman in red shirt is sitting on the side of the air
./input/test/482882307_7dcb9eee11.jpg,a group of people are riding raft in the water
./input/test/483039719_75181b2726.jpg,a man in red shirt is standing in front of the street
./input/test/487071033_27e460a1b9.jpg,a man in red shirt is riding bike in the air
./input/test/490044494_d2d546be8d.jpg,a dog running through field
./input/test/500446858_125702b296.jpg,a dog is running through the grass
./input/test/504765160_b4b083b293.jpg,a woman in red shirt and black hair is wearing red shirt
./input/test/506412121_67ecc7ec05.jpg,a man is standing on the beach
./input/test/506882688_b37d549593.jpg,a man in blue shirt is running in the water
./input/test/509241560_00e5b20562.jpg,a man in red shirt is standing on the sidewalk
./input/test/512550372_438849ce19.jpg,a man is standing on the dirt path
./input/test/514990193_2d2422af2c.jpg,a dog is standing on the grass
./input/test/515702827_be3c6ce857.jpg,a girl in red suit is wearing red suit in the water
./input/test/516214924_c2a4364cb3.jpg,a brown dog is biting the brown dog
./input/test/516648762_0cff84ea97.jpg,a man in blue shirt is eating
./input/test/518251319_40e031e818.jpg,a man in black and black and black and black and black and black and black and black and black and black and black and black and black and black and black and black
./input/test/519061891_320061864e.jpg,a boy in blue shirt is playing in pool
./input/test/519754987_51861fea85.jpg,a woman in red shirt is standing in the street
./input/test/523985664_c866af4850.jpg,a woman in black shirt and black and black and black hair and black hair and black hair and black hair and woman in red shirt and black and black and black and black
./input/test/527946505_a51ade1578.jpg,a black dog is standing on dock in the water
./input/test/527968666_1fcddf81ab.jpg,a black dog is running through the water
./input/test/53043785_c468d6f931.jpg,a man is swimming in the water
./input/test/532036676_e88b13e0a1.jpg,a man is standing on the wall of the wall of the camera
./input/test/534200447_b0f3ff02be.jpg,a little girl in red shirt is playing in the grass
./input/test/535309053_ec737abde8.jpg,a group of people are in the grass
./input/test/536495604_b22bbc905a.jpg,a woman in red shirt is holding her bag in the street
./input/test/536537638_f5ee42410b.jpg,a woman in red and white and white and white and white and white and white and white and white and white and white and white and white and white and white and white
./input/test/537222436_ab406234ce.jpg,a woman in red dress and white dress and white dress and white dress and white dress and white dress and white dress and white dress and white dress and white dress and white
./input/test/539493431_744eb1abaa.jpg,a man in red shirt is running on the grass
./input/test/539667015_fd0a3bea07.jpg,a young boy in blue shirt is jumping on trampoline
./input/test/540604040_bec822c144.jpg,a girl is jumping over the air
./input/test/541046380_513e295384.jpg,a girl in pink dress is wearing pink dress
./input/test/543940240_a54a3c7989.jpg,a girl is jumping over the fence
./input/test/560278886_df4bd2e212.jpg,a group of men are playing in the field
./input/test/561179884_8b6b925ef9.jpg,a man is riding on the path
./input/test/57417274_d55d34e93e.jpg,a man in red jacket is standing in the snow
./input/test/575636303_b0b8fd4eee.jpg,a group of men in red and white and white and white and white and white and white and white and white and white and white and white and white shirt and white and
./input/test/599366440_a238e805cf.jpg,a black and white dog running through the grass
./input/test/61209225_8512e1dad5.jpg,a man is riding his head in the air
./input/test/613900608_2e49415772.jpg,a man in red shirt is riding bike in the air
./input/test/621000329_84f48948eb.jpg,a girl is wearing red shirt
./input/test/632251903_b36701a5e9.jpg,a man is jumping into the water
./input/test/639865690_d66d480879.jpg,a man is running through the air
./input/test/640053014_549d2f23d2.jpg,a person riding bike on dirt hill
./input/test/640506101_ae1145b6d1.jpg,a man is jumping to the dog
./input/test/661755629_602ea4cf09.jpg,a black dog is playing with red ball
./input/test/664341930_bd5c8b60ea.jpg,a boy in red shirt is jumping in the air
./input/test/684255145_db3f8e3e46.jpg,a boy in blue shirt is jumping into the water
./input/test/688210930_85c5675d5b.jpg,a man in red shirt is standing in front of the air
./input/test/697490420_67d8d2a859.jpg,a man in red shirt is jumping over the air
./input/test/733172023_5810350af6.jpg,a man in red shirt is standing on the street
./input/test/745563422_f4fa7d9157.jpg,a man in white shirt is sitting on the table of the room of the room of the room of the room
./input/test/750196276_c3258c6f1b.jpg,a boy is running on the street
./input/test/754852108_72f80d421f.jpg,a man in black shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/765091078_a8a11c6f9e.jpg,a young girl is running on the grass
./input/test/766346887_a9a9d0637a.jpg,a boy is playing in the air
./input/test/799199774_142b1c3bb2.jpg,a young boy is swimming in pool
./input/test/822836318_21544f0f78.jpg,a child in red jacket is in the snow
./input/test/842960985_91daf0d6ec.jpg,a man in red shirt is walking down the sidewalk
./input/test/842961005_692737888e.jpg,a girl in red shirt is jumping over the sidewalk
./input/test/852469220_bc0fee3623.jpg,a black dog is jumping in the water
./input/test/86542183_5e312ae4d4.jpg,a man in red jacket is in the snow
./input/test/874665322_9ad05c4065.jpg,a brown dog is running through the grass
./input/test/875731481_a5a0a09934.jpg,a man in red shirt is standing in the air
./input/test/911527312_f81ee36b97.jpg,a woman is sitting on the tree
./input/test/925491651_57df3a5b36.jpg,a white dog is running through the water
./input/test/95151149_5ca6747df6.jpg,a man in red jacket is climbing the mountain
./input/test/96985174_31d4c6f06d.jpg,a man is standing in the snow
./input/test/990890291_afc72be141.jpg,a man in red shirt is riding bicycle on the street
./input/valid/2743652730_d909c7ae82.jpg,a little girl is playing in the air
./input/valid/2239938351_43c73c887c.jpg,two dogs are playing in the grass
./input/valid/2562166462_b43b141d40.jpg,a man sits on bench in front of the bench
./input/valid/2436160351_108924a65b.jpg,a group of children are riding the the the dirt
./input/valid/3273163189_dece7babf4.jpg,two dogs play in the snow
./input/valid/2433175169_da939372f2.jpg,a man is standing on the top of the edge of the snow
./input/valid/3154641421_d1b9b8c24c.jpg,a basketball player in red jersey is playing basketball
./input/valid/3606909929_90a1a072b7.jpg,a race car is riding race
./input/valid/3448855727_f16dea7b03.jpg,a man in red shirt is standing in front of the camera
./input/valid/1383698008_8ac53ed7ec.jpg,a snowboarder is jumping over snow
./input/valid/2952320230_26601173be.jpg,a tennis player in red shirt is playing tennis
./input/valid/3487419819_e3f89444ce.jpg,a dog swims in the water
./input/valid/2924884899_f512c84332.jpg,a man in red shirt is wearing red shirt and hat
./input/valid/2746839158_4195210d27.jpg,two children are playing in the water
./input/valid/3329169877_175cb16845.jpg,a snowboarder is jumping over snow
./input/valid/537532165_e4b7c0e61a.jpg,a boy is jumping over the playground
./input/valid/3474985008_0a827cd340.jpg,a man in red helmet is riding bike in the woods
./input/valid/1056249424_ef2a2e041c.jpg,a group of people are playing in the water
./input/valid/1562478333_43d13e5427.jpg,a man is standing on the beach
./input/valid/3203908917_53e53c03d1.jpg,a man is holding red and white and white and white and white and white and white and white and white and white and white and white and white and white and white and
./input/valid/1573017288_4d481856e2.jpg,a boy is jumping in the air
./input/valid/2623560640_0445c9a138.jpg,a group of children are standing on the grass
./input/valid/365274901_576b0f8241.jpg,a dog is running through snow
./input/valid/495116214_f1df479fb0.jpg,a black dog is running in the sand
./input/valid/3235542079_2fcf4951a1.jpg,a man in red is riding in the air
./input/valid/2759813381_73303113d9.jpg,a dog is running through the grass
./input/valid/3404012438_9baf8dcbaf.jpg,a white dog is jumping into the water
./input/valid/1119463452_69d4eecd08.jpg,a girl in swimming pool
./input/valid/2346402952_e47d0065b6.jpg,a man in red shirt is standing in front of the street
./input/valid/1193116658_c0161c35b5.jpg,a man in red shirt is riding unicycle on the street
./input/valid/2873070704_2141a7a86a.jpg,a man is climbing rock climbing
./input/valid/3518675890_2f65e23ff9.jpg,a brown dog is running through the grass
./input/valid/381052465_722e00807b.jpg,a group of people are standing in the road
./input/valid/2936707421_8e629874b8.jpg,a boy in red shirt is playing soccer
./input/valid/3363836972_c87b58c948.jpg,a soccer player in red uniform is playing soccer
./input/valid/1428681303_04213524e3.jpg,a woman in red shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/valid/3091916691_b1c96669c6.jpg,a woman in red jacket is wearing red hat
./input/valid/2832978253_8fcc72da3b.jpg,a man in red shirt is riding mountain on the hill
./input/valid/109260218_fca831f933.jpg,a group of people are standing on rock
./input/valid/141755290_4b954529f3.jpg,a woman in red jacket is wearing red and red and red and red and red and red and red and red and red and red and red and red and red hair in
./input/valid/2308978137_bfe776d541.jpg,a group of men are standing in front of the street
./input/valid/2749124446_d4432787b5.jpg,a man in red shirt is jumping over the grass
./input/valid/436013859_793d870b6f.jpg,a dog is running through the grass
./input/valid/3126795109_73920ed5dc.jpg,a basketball player in red jersey is playing basketball
./input/valid/3199895624_4f01798c6f.jpg,a man in black shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/valid/2855727603_e917ded363.jpg,a dog is running through the water
./input/valid/505955292_026f1489f2.jpg,a boy in blue shirt is riding on the dirt
./input/valid/511844627_0ec78e01e9.jpg,a man in red jacket is skiing down snow
./input/valid/2913972180_547783dd3d.jpg,a man in red is standing in the water
./input/valid/2907073768_08fd7bdf60.jpg,a man is riding bike in the woods
./input/valid/3111502208_71e2a414f5.jpg,a man in red shirt is riding the ice
./input/valid/3431194126_ca78f5fde6.jpg,a woman in red jacket is standing in the street
./input/valid/3691729694_2b97f14c1e.jpg,a man in red shirt is riding bike on dirt bike
./input/valid/1679617928_a73c1769be.jpg,a man is riding the car
./input/valid/2801851082_8c3c480c0f.jpg,a girl in pink shirt is sitting on the top of the top of the air
./input/valid/2348491126_30db0d46ef.jpg,a man in black jacket and black jacket and black jacket and black jacket and black jacket and black jacket and black jacket and black and black and black and black and black man
./input/valid/1141739219_2c47195e4c.jpg,a man is standing on the road
./input/valid/41999070_838089137e.jpg,two dogs are playing in the water
./input/valid/248994078_a9257f448b.jpg,a black dog is running in the grass
./input/valid/3072730593_b7322d2e05.jpg,a woman in red hat is wearing red hat
./input/valid/2561341745_2d77d3ff7d.jpg,a woman in red shirt is standing in the air
./input/valid/2876848241_63290edfb4.jpg,a man is riding bike on dirt hill
./input/valid/2916009941_34a0013803.jpg,a woman in white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/valid/3091580843_178042c50b.jpg,a man in red shirt is standing on the street
./input/valid/3319586526_3994e9cd58.jpg,a man in red shirt is wearing red shirt and red shirt
./input/valid/3685328542_ab999b83bb.jpg,a man in red shirt is wearing red shirt
./input/valid/263850317_5bb3a18a08.jpg,a woman in red shirt is riding on the sidewalk
./input/valid/2120411340_104eb610b1.jpg,a white dog is running through the snow
./input/valid/2959941749_fa99097463.jpg,two hockey players are playing in the goal
./input/valid/3565749152_7924d15b04.jpg,a dog is running through the grass
./input/valid/801607443_f15956d1ce.jpg,a man is climbing rock rock
./input/valid/2925242998_9e0db9b4a2.jpg,a man is standing on the mountain
./input/valid/2584487952_f70e5aa9bf.jpg,a brown dog is running through the grass
./input/valid/515335111_c4afd5b903.jpg,a man is rowing boat in the water
./input/valid/1384292980_4022a7520c.jpg,a woman in black and white and white and white and white and white and white and white and white and white and white and white and white and white woman in black and
./input/valid/3425851292_de92a072ee.jpg,a tennis player in red shirt is wearing red shirt
./input/valid/3229898555_16877f5180.jpg,a brown and white dog is standing on the floor
./input/valid/2196284168_76417efbec.jpg,a boy is playing in the air
./input/valid/454709143_9c513f095c.jpg,a woman in red jacket is standing on the sidewalk in the snow
./input/valid/1174629344_a2e1a2bdbf.jpg,a group of people are standing in front of the street
./input/valid/3135826945_f7c741e5b7.jpg,a young boy is sitting on the wall
./input/valid/2266901263_4324af1f03.jpg,two girls are playing in the grass
./input/valid/3317333893_9d0faa8d30.jpg,a dog is jumping over the snow
./input/valid/3693297007_94512e861e.jpg,a group of people are standing in the air in the air
./input/valid/1316247213_1d2c726dd5.jpg,a girl in red shirt is standing in the grass
./input/valid/2623930900_b9df917b82.jpg,a woman in red shirt is wearing red shirt
./input/valid/2809793070_1a3387cd6e.jpg,two dogs are running through the sand
./input/valid/3125309108_1011486589.jpg,a group of men in red uniforms are playing in the grass
./input/valid/98377566_e4674d1ebd.jpg,a brown dog is running through the grass
./input/valid/2203615439_3c7cdc39dc.jpg,a man in black jacket is standing on the sidewalk
./input/valid/2858439751_daa3a30ab8.jpg,a motorcyclist is riding motorcycle on track
./input/valid/3539767254_c598b8e6c7.jpg,a man in red jacket is standing on the street
./input/valid/470887781_faae5dae83.jpg,a man in red shirt is standing in front of the street
./input/valid/3482859574_3908de3427.jpg,a woman in red jacket and white and white and white and white and white and white and white and white and white and white and white and white and white and white and
./input/valid/2985439112_8a3b77d5c9.jpg,a man is doing trick on the air
./input/valid/1773928579_5664a810dc.jpg,a dog is jumping over the dog
./input/valid/3590753142_61993d39df.jpg,a woman in blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue
./input/valid/3707990914_843e8f15f1.jpg,a surfer is surfing in the air
./input/valid/2728276857_3f83757ef2.jpg,two girls are posing for picture
./input/valid/3538686658_30afc75f02.jpg,a man in red shirt is riding bike in the air
./input/valid/262642489_f5c6b9e65b.jpg,a brown dog is running through the water
./input/valid/281754914_bc8119a0ed.jpg,a man in red shirt is standing in the grass
./input/valid/3326204251_2f9e446a2f.jpg,two people are standing on the rocks
./input/valid/3482879314_d3387e95b1.jpg,a group of people are standing on the street
./input/valid/118187095_d422383c81.jpg,a group of people are standing on the street
./input/valid/3215081286_d55541aa6b.jpg,a man in red shirt is sitting on the street
./input/valid/3354330935_de75be9d2f.jpg,a person is jumping over snow
./input/valid/2186087673_c7a73da7ce.jpg,a woman in red shirt is sitting on the bench with the camera
./input/valid/390360326_26f5936189.jpg,a brown dog is running through the snow
./input/valid/1466479163_439db855af.jpg,a black dog is running through the grass
./input/valid/2980445969_a86f4e6a0e.jpg,a dog is jumping over the grass
./input/valid/1236951314_0308dc4138.jpg,a man in blue shirt and white shirt and white shirt and white shorts and white shorts and white shorts and white shorts and white shorts and white shorts and white shorts and white
./input/valid/2604305843_ebe3e8a328.jpg,a young boy in red shirt is sitting on the park
./input/valid/229954612_a4438297ee.jpg,a woman in blue shirt is standing on the water
./input/valid/3258391809_38fc6211f7.jpg,a man in red shirt and white shirt and black shirt and black shirt and black and white shirt and woman in red shirt and black shirt and black shirt and black shirt and
./input/valid/506808265_fe84ada926.jpg,a man is sitting on the floor
./input/valid/263216826_acf868049c.jpg,a woman is sitting on rock
./input/valid/2759211664_d21393b668.jpg,a young boy is running through the water
./input/valid/3030793171_55cd646eed.jpg,a brown dog is running in the grass
./input/valid/3209564153_077ed4d246.jpg,a man in red jacket is skiing down snow
./input/valid/2471297228_b784ff61a2.jpg,a young girl is running in the grass
./input/valid/2735290454_1bd8bc5eac.jpg,a black dog is running through the grass
./input/valid/221973402_ecb1cd51f1.jpg,a boy in red shirt is running through the grass
./input/valid/3532200762_b28c39d311.jpg,a man in blue shirt is running on the beach
./input/valid/3727740053_3baa94ffcb.jpg,a man in red shirt is jumping in the air
./input/valid/2561295656_4f21fba209.jpg,a man in blue goggles is swimming in the water
./input/valid/1339596997_8ac29c1841.jpg,a woman in red and white and white and white and white and white and white and white and white and white and white and white and white woman in white and white and
./input/valid/3560081723_62da0035bd.jpg,a man in red is riding motorcycle on the road
./input/valid/3628059004_5c3529b120.jpg,a man in black shirt is wearing black shirt
./input/valid/1394927474_0afdd82fc4.jpg,a man is standing on the street
./input/valid/1461329041_c623b06e5b.jpg,a man in red shirt is riding bike in the air
./input/valid/3135504530_0f4130d8f8.jpg,two girls are posing for picture
./input/valid/508929192_670910fdd2.jpg,a girl in red shirt is playing in the air
./input/valid/3315110972_1090d11728.jpg,a white bird is flying over the water
./input/valid/2021602343_03023e1fd1.jpg,a man in red shirt is playing basketball
./input/valid/3537520829_aab733e16c.jpg,a skateboarder is trick on skateboard
./input/valid/2641288004_30ce961211.jpg,a dog is jumping over the air
./input/valid/2432709509_2a4d0c833f.jpg,a little girl in red shirt is running on the grass
./input/valid/1475046848_831245fc64.jpg,a woman in blue shirt and white shorts and white shorts and white bikini and white bikini and white bikini and white and white top and bikini and white bikini and white top and
./input/valid/432248727_e7b623adbf.jpg,two dogs are running through the grass
./input/valid/1119015538_e8e796281e.jpg,a brown dog is running through the grass
./input/valid/495054019_3dee8a02f5.jpg,two men are running in the field
./input/valid/2097420505_439f63c863.jpg,a man in red jacket is climbing the mountain
./input/valid/2481003841_06086eafc2.jpg,a boy in blue shirt is playing in the grass
./input/valid/3044500219_778f9f2b71.jpg,two women are posing for picture
./input/valid/247617754_4b1137de8c.jpg,a man in blue shirt is standing on the sidewalk
./input/valid/3207264553_8cd4dcde53.jpg,a group of people are riding raft in the water
./input/valid/979201222_75b6456d34.jpg,a woman in red shirt is standing on the street
./input/valid/3760400645_3ba51d27f9.jpg,a woman in black shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/valid/1294578091_2ad02fea91.jpg,a man is standing on the street
./input/valid/394136487_4fc531b33a.jpg,a man is driving the truck
./input/valid/1252396628_eb81d3905b.jpg,a man in red jacket is riding bike in the air
./input/valid/2836325261_a3bf5c59be.jpg,a woman in red shirt is standing in front of the street
./input/valid/2833560457_24aedf3bef.jpg,a dog is running through the grass
./input/valid/2347921097_f2e35753c0.jpg,two dogs are playing in the snow
./input/valid/3522025527_c10e6ebd26.jpg,a man is doing trick on the air
./input/valid/506738508_327efdf9c3.jpg,a man in black and white shirt and white and white and white and white and white and white and white and white and white and white men are standing in the air
./input/valid/3468694409_a51571d621.jpg,a group of people are standing in the room in front of the party
./input/valid/2170187328_65c2f11891.jpg,a boy in blue shirt is jumping into pool
./input/valid/1313693129_71d0b21c63.jpg,a man in blue shirt is standing on the beach
./input/valid/3444982197_0ff15cc50b.jpg,a man and woman posing for picture
./input/valid/1805990081_da9cefe3a5.jpg,a woman in red shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/valid/522486784_978021d537.jpg,two dogs are running in the grass
./input/valid/3297323827_f582356478.jpg,a snowboarder is snowboarding
./input/valid/2982928615_06db40f4cd.jpg,a brown dog is running through the grass
./input/valid/2708634088_a4686be24c.jpg,two dogs are running through the grass
./input/valid/1937262236_cbf5bfa101.jpg,a dog is running on the beach
./input/valid/229978782_3c690f5a0e.jpg,a man in red shirt is running in the grass
./input/valid/3583704941_611353857e.jpg,a horse is jumping over horse
./input/valid/2856252334_1b1a230e70.jpg,a boy is standing in the air
./input/valid/2900048238_74bd69d87d.jpg,a man in blue shirt and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and
./input/valid/1418266617_b32143275b.jpg,a black and white dog is jumping over the water
./input/valid/707972553_36816e53a2.jpg,a young boy is jumping in the water
./input/valid/242109387_e497277e07.jpg,a little girl in red shirt is jumping on the playground
./input/valid/2752926645_801a198ff6.jpg,a man in white shirt and white shirt and white shirt and sunglasses and sunglasses and sunglasses and sunglasses and man in blue shirt and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses
./input/valid/2087640654_1a84577a44.jpg,a brown dog is running through the grass
./input/valid/2565618804_8d7ed87389.jpg,a girl in blue shirt is standing on water
./input/valid/3006093003_c211737232.jpg,a man in red shirt is standing in front of the building
./input/valid/1352398363_9cc8ffcce9.jpg,a boy is holding his head
./input/valid/2947452329_08f2d2a467.jpg,a man in red jersey is playing soccer
./input/valid/2472574160_8ce233f396.jpg,a man in red shirt is holding his head in the grass
./input/valid/2435166927_28b8130660.jpg,a girl in red shirt is sitting on the sidewalk
./input/valid/2414397449_2ac3b78e0d.jpg,a brown dog is running through the grass
./input/valid/3091338773_9cf10467b4.jpg,a brown dog is running through the air
./input/valid/3415113018_7b95ddcd11.jpg,a group of men are playing in the grass
./input/valid/3443030942_f409586258.jpg,a person in red jacket is skiing down hill
./input/valid/3033686219_452b172ab0.jpg,a black dog is running in the sand
./input/valid/2542037086_58c833699c.jpg,a man is standing on the wall with red hair is standing on the wall
./input/valid/3480126681_52cea26bda.jpg,a black dog is running in the sand
./input/valid/3251976937_20625dc2b8.jpg,a brown dog is running through the snow
./input/valid/3052038928_9f53aa2084.jpg,a group of people are sitting on the floor
